,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PLAYER_NAME,PTS,Pos,STL,TOV,TRB,Tm,eFG%
0,7.7,.459,16.8,2.5,.343,7.2,10.4,28,0.4,9.0,10.2,.425,24.0,8.8,.845,10.4,81,81,NBA,34.6,1.7,2.3,Russell Westbrook ,31.6,PG,1.6,5.4,10.7,OKC,.476
1,3.9,.551,7.1,3.5,.381,9.3,6.5,29,0.3,4.3,7.5,.455,16.4,6.3,.940,6.7,15,15,NBA,32.4,0.5,2.3,Stephen Curry ,24.7,PG,1.8,2.7,4.8,GSW,.563
2,5.5,.451,12.1,2.1,.352,5.9,4.7,28,0.4,6.8,7.5,.419,18.0,5.7,.773,7.3,15,15,NBA,35.7,1.3,2.3,Blake Griffin ,22.8,PF,0.9,2.8,8.1,LAC,.476
3,5.0,.500,10.0,4.5,.404,11.1,9.9,28,0.5,4.2,9.5,.450,21.1,8.2,.864,9.5,17,17,NBA,36.2,0.6,2.9,James Harden ,31.6,SG,1.7,4.9,4.8,HOU,.556
4,5.4,.457,11.7,1.3,.346,3.7,9.3,27,1.2,3.4,6.6,.431,15.4,5.4,.743,7.2,14,14,NBA,34.1,0.4,2.1,John Wall ,19.9,PG,1.1,3.3,3.7,WAS,.472
5,4.2,.497,8.6,2.5,.408,6.1,6.3,29,0.3,3.0,6.7,.460,14.6,4.6,.859,5.3,69,68,NBA,33.2,0.4,1.8,Mike Conley ,20.5,PG,1.3,2.3,3.5,MEM,.545
6,5.3,.464,11.3,2.4,.317,7.7,6.4,27,0.6,4.1,7.7,.405,19.0,6.8,.924,7.4,16,16,NBA,36.1,1.3,1.6,Damian Lillard ,24.6,PG,1.2,2.9,5.4,POR,.469
7,7.5,.504,14.9,0.8,.300,2.7,4.5,28,0.1,3.5,8.3,.473,17.6,7.2,.837,8.6,15,15,NBA,34.5,0.7,1.7,DeMar DeRozan ,24.7,SG,1.3,3.0,4.2,TOR,.496
8,5.2,.565,9.2,0.8,.213,3.8,6.4,27,0.3,4.2,6.0,.462,13.0,1.5,.828,1.8,16,16,NBA,36.9,0.8,2.6,Jrue Holiday ,14.3,PG,1.2,2.9,4.9,NOP,.493
9,1.0,1.000,1.0,0.0,.000,1.0,0.0,27,0.0,1.0,1.0,.500,2.0,0.0,,0.0,1,1,NBA,5.0,0.0,1.0,Gordon Hayward ,2.0,SF,0.0,0.0,1.0,BOS,.500
10,2.7,.509,5.2,0.0,.000,0.0,0.7,25,1.0,3.9,2.7,.508,5.2,2.4,.642,3.7,81,4,NBA,21.4,2.3,2.3,Anthony Davis ,7.7,PF,0.6,1.3,6.2,IND,.508
11,2.5,.445,5.6,0.0,,0.0,0.6,26,0.7,4.0,2.5,.445,5.6,2.7,.672,4.0,44,1,NBA,23.4,2.4,3.0,Anthony Davis ,7.6,PF,0.4,1.5,6.4,IND,.445
12,2.9,.490,5.9,0.0,.500,0.0,0.5,27,0.8,3.8,2.9,.490,5.9,3.0,.713,4.2,82,14,NBA,25.5,2.3,3.0,Anthony Davis ,8.8,PF,0.4,1.1,6.1,IND,.491
13,3.7,.490,7.6,0.0,.071,0.2,0.8,28,1.0,5.0,3.8,.480,7.8,2.9,.666,4.4,82,28,NBA,28.5,2.3,3.2,Anthony Davis ,10.5,PF,0.5,1.7,7.3,IND,.481
14,3.1,.484,6.4,0.0,.000,0.0,0.7,29,0.9,4.5,3.1,.481,6.4,3.4,.696,4.9,82,12,NBA,26.7,2.3,2.9,Anthony Davis ,9.6,PF,0.5,1.3,6.8,IND,.481
15,3.3,.471,7.1,0.0,,0.0,0.7,30,0.9,4.7,3.3,.471,7.1,2.8,.703,3.9,49,1,NBA,25.9,2.4,2.8,Anthony Davis ,9.4,PF,0.4,1.0,7.0,IND,.471
16,4.0,.440,9.0,0.0,,0.0,1.3,31,1.3,5.8,4.0,.440,9.0,3.6,.765,4.7,79,78,NBA,31.4,3.0,3.4,Anthony Davis ,11.5,C,0.5,1.5,8.8,TOR,.440
17,4.8,.434,11.1,0.0,.000,0.0,1.4,32,1.9,6.6,4.8,.433,11.1,4.1,.754,5.4,78,77,NBA,35.0,3.5,2.9,Anthony Davis ,13.7,C,0.3,1.7,10.1,TOR,.433
18,5.3,.426,12.5,0.0,.000,0.0,2.0,33,1.1,6.3,5.3,.426,12.5,3.8,.818,4.6,77,77,NBA,38.7,3.3,2.9,Anthony Davis ,14.5,PF,0.7,2.1,9.6,TOR,.426
19,4.9,.407,12.1,0.0,,0.0,2.5,34,1.2,5.8,4.9,.407,12.1,4.1,.771,5.3,53,52,NBA,35.7,2.5,2.8,Anthony Davis ,13.9,C,0.4,2.2,8.2,TOR,.407
20,3.3,.403,8.3,0.0,,0.0,1.7,35,0.8,5.8,3.3,.403,8.3,2.2,.765,2.9,80,79,NBA,32.1,2.6,2.6,Anthony Davis ,8.9,C,0.5,1.4,8.4,TOT,.403
21,3.1,.383,8.0,0.0,,0.0,0.9,35,0.5,6.3,3.1,.383,8.0,2.5,.755,3.3,15,15,NBA,35.9,3.3,3.0,Anthony Davis ,8.6,C,0.5,1.4,9.5,TOR,.383
22,3.4,.407,8.3,0.0,,0.0,1.9,35,0.9,5.7,3.4,.407,8.3,2.1,.768,2.8,65,64,NBA,31.3,2.4,2.5,Anthony Davis ,8.9,C,0.4,1.4,8.1,CHI,.407
23,2.7,.461,5.8,0.0,,0.0,1.1,36,0.6,3.8,2.7,.461,5.8,1.6,.757,2.1,72,62,NBA,25.6,2.1,2.0,Anthony Davis ,7.0,PF,0.4,1.3,5.9,CHI,.461
24,1.9,.434,4.3,0.0,.000,0.0,0.5,37,0.2,2.7,1.9,.432,4.3,1.2,.642,1.8,44,39,NBA,21.4,2.0,2.8,Anthony Davis ,4.9,PF-C,0.5,1.2,4.7,TOT,.432
25,1.9,.430,4.4,0.0,.000,0.0,0.4,37,0.3,2.7,1.9,.428,4.4,1.3,.738,1.7,36,31,NBA,20.8,2.1,2.8,Anthony Davis ,5.0,PF,0.6,1.2,4.8,NYK,.428
26,1.8,.452,3.9,0.0,,0.0,0.9,37,0.1,2.6,1.8,.452,3.9,0.9,.350,2.5,8,8,NBA,23.9,1.9,3.3,Anthony Davis ,4.4,C,0.4,1.0,4.5,TOR,.452
27,6.3,.534,11.7,2.1,.352,5.9,3.4,24,0.3,4.2,8.3,.473,17.6,5.3,.833,6.4,15,15,NBA,34.9,1.1,1.9,Bradley Beal ,24.1,SG,1.3,2.6,5.3,WAS,.532
28,5.3,.526,10.1,0.0,,0.0,3.4,24,1.2,10.1,5.3,.526,10.1,2.8,.627,4.5,15,15,NBA,33.3,5.7,3.3,Andre Drummond ,13.5,C,1.5,3.0,15.7,DET,.526
29,4.7,.462,10.2,2.3,.368,6.2,1.6,33,0.9,5.4,7.0,.426,16.4,3.8,.803,4.7,14,14,NBA,32.0,0.7,2.9,Carmelo Anthony ,20.1,SF,0.7,1.4,6.1,OKC,.496
30,3.4,.453,7.4,1.8,.333,5.3,5.9,28,0.4,5.6,5.1,.403,12.7,3.2,.856,3.7,77,77,NBA,34.0,0.6,1.4,Nicolas Batum ,15.1,SG,1.1,2.5,6.2,CHO,.472
31,4.3,.625,6.9,1.4,.420,3.3,4.5,31,0.5,7.4,5.7,.558,10.3,2.1,.838,2.5,15,15,NBA,32.2,1.4,1.8,Al Horford ,14.9,C,0.7,2.7,8.8,BOS,.627
32,5.8,.480,12.1,1.4,.388,3.6,4.6,32,1.3,5.5,7.2,.459,15.7,3.8,.837,4.5,74,74,NBA,34.2,0.8,2.3,Marc Gasol ,19.5,C,0.9,2.2,6.3,MEM,.503
33,4.0,.500,8.0,1.8,.364,4.8,1.8,29,0.5,7.3,5.8,.449,12.8,5.1,.910,5.6,16,16,NBA,29.9,2.9,2.4,Kevin Love ,18.3,C,0.8,2.1,10.3,CLE,.517
34,1.7,.417,4.0,2.0,.400,5.0,8.7,32,0.7,4.3,3.7,.407,9.0,1.3,1.000,1.3,3,3,NBA,26.0,0.3,3.7,Chris Paul ,10.7,PG,2.0,1.7,4.7,HOU,.519
35,5.1,.458,11.2,3.1,.511,6.1,2.7,26,0.3,3.3,8.3,.477,17.3,2.8,.857,3.3,15,15,NBA,36.1,0.6,2.1,CJ McCollum ,22.5,SG,1.3,1.9,3.9,POR,.567
36,4.6,.604,7.6,1.9,.491,3.9,1.5,24,0.5,5.8,6.5,.565,11.5,1.1,.800,1.4,14,14,NBA,33.1,1.4,2.4,Otto Porter Jr ,16.1,SF,1.7,0.7,7.1,WAS,.649
37,5.2,.620,8.3,0.0,,0.0,1.3,25,2.5,7.7,5.2,.620,8.3,3.6,.717,5.0,12,12,NBA,33.8,2.8,2.6,Rudy Gobert ,13.9,C,0.6,2.1,10.5,UTA,.620
38,2.5,.514,4.8,2.5,.376,6.7,7.2,31,0.1,5.0,5.0,.434,11.5,2.4,.923,2.6,15,15,NBA,31.9,0.5,2.3,Kyle Lowry ,14.9,PG,0.5,2.3,5.5,TOR,.543
39,5.3,.660,8.1,0.0,,0.0,1.1,24,1.3,4.2,5.3,.660,8.1,1.9,.719,2.7,12,12,NBA,31.0,4.2,2.3,Steven Adams ,12.6,C,1.4,1.7,8.3,OKC,.660
40,7.6,.563,13.5,0.6,.272,2.3,5.4,22,1.9,7.0,8.2,.521,15.7,5.9,.770,7.7,80,80,NBA,35.6,1.8,3.1,Giannis Antetokounmpo ,22.9,SF,1.6,2.9,8.8,MIL,.541
41,8.3,.611,13.5,1.7,.363,4.6,8.7,32,0.6,7.3,9.9,.548,18.2,4.8,.674,7.2,74,74,NBA,37.8,1.3,1.8,LeBron James ,26.4,SF,1.2,4.1,8.6,CLE,.594
42,6.5,.565,11.5,0.2,1.000,0.2,0.5,28,1.8,10.9,6.7,.573,11.7,2.7,.692,3.9,10,10,NBA,28.8,3.2,2.2,Hassan Whiteside ,16.3,C,1.1,1.9,14.1,MIA,.581
43,,,,,,,0.2,23,,,0.8,.281,2.9,0.3,.538,0.6,22,,NBA,5.7,,1.1,Harrison Barnes ,2.0,SF,,,1.2,SDR,
44,1.5,.388,3.8,0.7,.269,2.7,1.6,28,0.1,2.3,2.2,.338,6.5,1.0,.814,1.3,34,34,NBA,19.9,0.2,1.5,Chandler Parsons ,6.2,SF,0.6,0.7,2.5,MEM,.394
45,5.5,.500,11.0,2.1,.351,6.1,5.3,25,0.4,2.8,7.6,.447,17.1,3.6,.891,4.0,16,16,NBA,31.1,0.4,2.1,Kyrie Irving ,20.9,PG,1.7,2.0,3.3,BOS,.509
46,2.5,.536,4.6,0.6,.376,1.7,1.1,20,0.4,3.5,3.1,.493,6.3,1.1,.773,1.4,64,39,NBA,24.0,1.6,1.4,Kawhi Leonard ,7.9,SF,1.3,0.7,5.1,SAS,.543
47,3.4,.554,6.1,1.1,.374,3.0,1.6,21,0.6,4.9,4.5,.494,9.1,1.8,.825,2.2,58,57,NBA,31.2,1.1,1.7,Kawhi Leonard ,11.9,SF,1.7,1.1,6.0,SAS,.556
48,4.1,.579,7.0,1.0,.379,2.8,2.0,22,0.8,5.1,5.1,.522,9.8,1.5,.802,1.9,66,65,NBA,29.1,1.2,1.9,Kawhi Leonard ,12.8,SF,1.7,1.2,6.2,SAS,.576
49,5.1,.519,9.8,1.0,.349,3.0,2.5,23,0.8,5.9,6.2,.479,12.8,3.2,.802,3.9,64,64,NBA,31.8,1.3,2.0,Kawhi Leonard ,16.5,SF,2.3,1.5,7.2,SAS,.520
50,5.9,.528,11.1,1.8,.443,4.0,2.6,24,1.0,5.5,7.7,.506,15.1,4.1,.874,4.6,72,72,NBA,33.1,1.3,1.8,Kawhi Leonard ,21.2,SF,1.8,1.5,6.8,SAS,.565
51,6.6,.529,12.5,2.0,.380,5.2,3.5,25,0.7,4.7,8.6,.485,17.7,6.3,.880,7.2,74,74,NBA,33.4,1.1,1.6,Kawhi Leonard ,25.5,SF,1.8,2.1,5.8,SAS,.541
52,4.4,.413,10.6,0.8,.344,2.5,4.7,28,0.2,4.3,5.2,.400,13.1,4.5,.879,5.1,13,13,NBA,36.1,0.9,1.6,Jimmy Butler ,15.8,SG,1.8,2.2,5.2,MIN,.432
53,4.4,.449,9.8,3.2,.410,7.8,2.7,27,0.4,5.2,7.6,.432,17.6,3.2,.800,4.0,15,15,NBA,36.7,0.7,3.0,Paul George ,21.6,SF,2.4,2.7,5.9,OKC,.523
54,4.3,.640,6.7,0.0,,0.0,0.9,29,1.2,9.0,4.3,.640,6.7,1.6,.585,2.7,15,15,NBA,32.4,5.0,2.7,DeAndre Jordan ,10.1,C,0.5,1.7,14.0,LAC,.640
55,5.5,.506,10.9,1.7,.368,4.5,4.7,31,0.1,3.3,7.2,.466,15.5,2.9,.815,3.6,15,15,NBA,34.5,0.9,2.4,Goran Dragic ,19.0,PG,0.9,2.4,4.2,MIA,.519
56,4.1,.491,8.4,1.9,.356,5.3,3.0,24,0.1,2.4,6.0,.439,13.7,3.3,.805,4.1,68,66,NBA,32.9,0.6,2.6,Evan Fournier ,17.2,SG,1.0,2.1,3.1,ORL,.508
57,5.8,.469,12.3,2.5,.449,5.6,3.6,25,0.8,4.4,8.3,.463,17.8,4.1,.802,5.1,16,16,NBA,33.1,0.7,2.6,Victor Oladipo ,23.1,SG,1.3,3.3,5.1,IND,.533
58,7.9,.519,15.2,0.6,.346,1.6,2.3,32,1.3,5.1,8.4,.502,16.8,4.8,.802,6.0,16,16,NBA,32.8,3.3,2.2,LaMarcus Aldridge ,22.3,PF,0.7,1.6,8.4,SAS,.519
59,1.9,.577,3.3,0.0,,0.0,0.4,26,0.5,4.3,1.9,.577,3.3,0.6,.455,1.4,8,5,NBA,21.6,2.1,2.0,Tristan Thompson ,4.4,C,0.1,0.8,6.4,CLE,.577
60,2.6,.612,4.2,1.2,.365,3.3,6.6,27,1.4,6.4,3.8,.504,7.4,2.0,.762,2.6,16,16,NBA,30.8,1.3,2.9,Draymond Green ,10.7,PF,1.1,3.0,7.6,GSW,.584
61,1.2,.636,1.9,2.8,.390,7.2,0.6,29,0.5,4.2,4.1,.442,9.2,1.1,.864,1.3,17,17,NBA,30.8,1.5,2.1,Ryan Anderson ,12.1,PF,0.4,0.8,5.7,HOU,.596
62,4.3,.478,8.9,1.4,.356,3.9,5.9,27,0.0,2.4,5.7,.440,12.9,2.9,.915,3.1,15,15,NBA,28.3,0.9,2.2,Reggie Jackson ,15.6,PG,0.9,2.3,3.3,DET,.495
63,1.5,.440,3.3,2.2,.375,5.9,1.4,25,0.3,3.5,3.7,.399,9.2,1.9,.875,2.1,15,8,NBA,26.5,0.3,1.6,Allen Crabbe ,11.4,SG,0.7,0.9,3.9,BRK,.518
64,2.4,.484,4.9,0.0,.000,0.0,1.1,22,0.9,3.3,2.4,.482,5.0,1.8,.691,2.6,74,31,NBA,20.7,2.4,2.3,Joakim Noah ,6.6,C,0.9,1.2,5.6,CHI,.482
65,2.6,.558,4.6,0.0,.000,0.0,1.3,23,1.4,4.5,2.6,.556,4.7,1.5,.676,2.3,80,55,NBA,24.2,3.1,3.0,Joakim Noah ,6.7,C,0.6,1.0,7.6,CHI,.556
66,4.1,.504,8.1,0.0,,0.0,2.1,24,1.6,7.6,4.1,.504,8.1,2.5,.744,3.4,64,54,NBA,30.1,3.4,3.1,Joakim Noah ,10.7,C,0.5,1.8,11.0,CHI,.504
67,4.4,.526,8.4,0.0,.000,0.0,2.2,25,1.5,6.6,4.4,.525,8.4,2.9,.739,3.9,48,48,NBA,32.8,3.8,3.3,Joakim Noah ,11.7,C,1.0,1.9,10.4,CHI,.525
68,3.9,.509,7.6,0.0,.000,0.0,2.5,26,1.4,6.0,3.9,.508,7.7,2.4,.748,3.2,64,64,NBA,30.4,3.8,2.5,Joakim Noah ,10.2,C,0.6,1.4,9.8,CHI,.508
69,4.6,.485,9.5,0.0,.000,0.1,4.0,27,2.1,7.2,4.6,.481,9.5,2.7,.751,3.6,66,64,NBA,36.8,3.9,2.8,Joakim Noah ,11.9,C,1.2,2.7,11.1,CHI,.481
70,4.8,.476,10.0,0.0,.000,0.0,5.4,28,1.5,7.7,4.8,.475,10.0,3.1,.737,4.2,80,80,NBA,35.3,3.5,3.1,Joakim Noah ,12.6,C,1.2,2.4,11.3,CHI,.475
71,2.8,.447,6.3,0.0,.000,0.0,4.7,29,1.1,6.4,2.8,.445,6.4,1.6,.603,2.6,67,67,NBA,30.6,3.3,3.0,Joakim Noah ,7.2,C,0.7,1.8,9.6,CHI,.445
72,1.8,.386,4.6,0.0,.000,0.0,3.8,30,1.0,5.8,1.8,.383,4.6,0.8,.489,1.6,29,2,NBA,21.9,3.0,2.7,Joakim Noah ,4.3,C,0.6,1.8,8.8,CHI,.383
73,2.2,.493,4.4,0.0,.000,0.0,2.2,31,0.8,5.2,2.2,.490,4.4,0.7,.436,1.7,46,46,NBA,22.1,3.5,2.8,Joakim Noah ,5.0,C,0.7,1.3,8.8,NYK,.490
74,1.0,.500,2.0,0.0,,0.0,1.0,32,0.0,0.0,1.0,.500,2.0,0.0,,0.0,1,1,NBA,13.0,0.0,0.0,Luol Deng ,2.0,SF,1.0,1.0,0.0,LAL,.500
75,1.4,.469,3.1,0.0,,0.0,0.2,25,1.2,3.3,1.4,.469,3.1,1.1,.563,2.0,16,0,NBA,15.4,1.4,2.3,Bismack Biyombo ,4.0,C,0.2,1.1,4.6,ORL,.469
76,7.5,.499,15.0,1.6,.338,4.6,10.0,25,0.2,2.8,9.1,.461,19.7,3.7,.766,4.8,81,81,NBA,41.1,1.0,2.6,Tim Hardaway Jr ,23.4,PG,2.0,3.3,3.8,GSW,.501
77,5.2,.635,8.3,0.0,.000,0.0,1.4,31,1.2,8.7,5.2,.633,8.3,3.1,.533,5.7,74,74,NBA,29.7,4.0,2.7,Dwight Howard ,13.5,C,0.9,2.3,12.7,ATL,.633
78,1.0,.500,2.0,0.0,.000,1.0,5.0,30,0.0,0.0,1.0,.333,3.0,2.0,1.000,2.0,1,0,NBA,13.0,0.0,0.0,Wesley Matthews ,4.0,PG,0.0,0.0,0.0,ATL,.333
79,6.2,.641,9.7,0.0,.000,0.1,1.1,25,0.4,6.5,6.2,.637,9.7,1.5,.880,1.7,15,15,NBA,25.3,3.7,2.7,Enes Kanter ,13.9,C,0.5,1.8,10.2,NYK,.637
80,3.1,.470,6.7,0.5,.263,1.8,3.2,28,0.4,3.2,3.6,.426,8.5,1.3,.825,1.6,65,12,NBA,25.5,0.6,1.9,Evan Turner ,9.0,SF,0.8,1.5,3.8,POR,.454
81,5.2,.477,11.0,1.6,.335,4.7,6.3,27,0.5,4.1,6.8,.434,15.7,5.9,.847,6.9,66,66,NBA,33.0,0.8,2.5,Eric Bledsoe ,21.1,PG,1.4,3.4,4.8,PHO,.485
82,2.6,.382,6.8,0.0,.100,0.2,5.9,25,0.1,2.7,2.6,.375,7.0,1.0,.818,1.2,53,43,NBA,27.5,0.4,2.9,Brandon Knight ,6.3,PG,1.9,1.7,3.2,TOT,.376
83,0.3,.133,2.5,0.0,,0.0,4.2,25,0.2,1.0,0.3,.133,2.5,0.8,.833,1.0,6,0,NBA,15.5,0.2,2.8,Brandon Knight ,1.5,PG,1.0,1.2,1.2,CLE,.133
84,2.9,.393,7.4,0.0,.100,0.2,6.1,25,0.1,3.0,2.9,.385,7.6,1.0,.817,1.3,47,43,NBA,29.0,0.5,2.9,Brandon Knight ,6.9,PG,2.0,1.8,3.4,ATL,.386
85,5.5,.491,11.3,1.7,.338,4.9,4.8,26,0.1,4.8,7.2,.444,16.2,2.9,.878,3.3,15,15,NBA,37.1,0.7,3.7,Khris Middleton ,18.9,SF,1.2,2.3,5.5,MIL,.496
86,3.2,.443,7.2,1.3,.333,3.8,3.8,28,0.5,3.8,4.4,.406,10.9,3.7,.787,4.7,16,16,NBA,28.9,0.4,2.3,Kent Bazemore ,13.8,SG,1.9,2.4,4.2,ATL,.463
87,6.6,.479,13.7,1.3,.346,3.7,6.9,24,0.0,2.1,7.9,.451,17.4,3.1,.880,3.6,14,14,NBA,32.4,0.7,2.1,Dennis Schroder ,20.1,PG,1.2,3.1,2.8,ATL,.488
88,4.5,.518,8.7,3.4,.455,7.6,2.7,27,0.8,3.6,7.9,.488,16.3,0.6,.833,0.8,16,16,NBA,33.1,0.5,2.3,Klay Thompson ,19.9,SG,0.6,1.7,4.1,GSW,.594
89,6.8,.540,12.6,2.5,.342,7.3,5.6,27,1.5,11.3,9.3,.467,19.9,6.0,.774,7.8,16,16,NBA,36.8,1.9,3.8,DeMarcus Cousins ,27.1,C,1.7,5.3,13.2,NOP,.530
90,2.9,.655,4.5,1.8,.400,4.6,0.5,28,1.1,4.9,4.8,.525,9.1,1.2,.652,1.8,13,13,NBA,27.2,0.5,3.2,Serge Ibaka ,12.5,PF,0.3,1.1,5.5,TOR,.627
91,2.8,.439,6.3,1.4,.260,5.6,3.0,29,0.2,4.3,4.2,.355,11.9,2.9,.963,3.0,9,9,NBA,31.9,0.2,1.7,Danilo Gallinari ,12.8,SF,0.7,1.3,4.6,LAC,.416
92,2.1,.586,3.6,0.0,,0.0,0.6,30,0.8,3.3,2.1,.586,3.6,1.4,.573,2.4,31,0,NBA,17.9,1.5,2.9,Ian Mahinmi ,5.6,C,1.1,1.1,4.8,WAS,.586
93,1.9,.703,2.6,0.2,.214,1.0,0.1,31,0.4,2.9,2.1,.569,3.6,0.6,.692,0.9,14,14,NBA,14.9,1.4,1.4,Timofey Mozgov ,5.0,C,0.2,1.4,4.4,BRK,.598
94,4.0,.595,6.7,0.1,.333,0.3,0.7,25,0.4,5.6,4.1,.584,7.0,2.5,.848,3.0,11,11,NBA,21.3,1.5,3.2,Jonas Valanciunas ,10.8,C,0.4,1.4,7.2,TOR,.591
95,0.7,.286,2.3,0.0,.000,0.3,0.0,23,0.0,0.2,0.7,.250,2.7,0.3,.500,0.7,6,0,NBA,6.8,0.0,0.8,Tobias Harris ,1.7,SG,0.2,0.5,0.2,PHI,.250
96,1.2,.273,4.4,0.6,.333,1.8,1.6,26,0.0,1.4,1.8,.290,6.2,4.6,.920,5.0,5,0,NBA,17.6,0.6,1.6,Tobias Harris ,8.8,SG,0.8,1.2,2.0,BOS,.339
97,1.0,.429,2.3,0.0,.000,0.3,0.0,27,0.0,0.0,1.0,.375,2.7,2.7,.889,3.0,3,0,NBA,6.0,0.0,0.7,Tobias Harris ,4.7,SG,0.0,0.3,0.0,BOS,.375
98,4.1,.524,7.9,1.4,.324,4.3,1.8,29,1.8,3.5,5.5,.454,12.1,2.7,.827,3.3,16,16,NBA,24.4,1.4,2.9,Brook Lopez ,15.1,C,0.4,1.8,4.9,LAL,.510
99,3.9,.511,7.5,0.2,.372,0.5,1.9,27,1.2,5.6,4.0,.502,8.1,1.7,.814,2.0,82,82,NBA,32.4,2.3,3.1,Gorgui Dieng ,10.0,PF,1.1,1.3,7.9,MIN,.514
100,4.6,.489,9.4,1.3,.339,3.7,3.1,32,1.3,4.9,5.9,.447,13.1,3.0,.692,4.3,15,15,NBA,30.7,1.5,2.5,Paul Millsap ,16.0,PF,1.1,2.3,6.3,DEN,.495
101,4.3,.560,7.7,0.0,,0.0,1.2,33,0.9,6.4,4.3,.560,7.7,1.9,.718,2.6,15,15,NBA,29.9,2.3,2.7,Marcin Gortat ,10.5,C,0.4,1.7,8.7,WAS,.560
102,2.4,.466,5.2,1.9,.377,4.9,1.4,31,0.4,5.0,4.3,.423,10.1,3.1,.768,4.0,14,14,NBA,28.6,1.6,2.5,DeMarre Carroll ,13.5,SF,1.4,1.2,6.6,BRK,.514
103,1.0,.553,1.7,0.0,,0.0,0.4,24,0.7,2.4,1.0,.553,1.7,0.9,.503,1.8,82,0,NBA,12.1,1.4,1.9,Omer Asik ,2.8,C,0.2,0.8,3.7,CHI,.553
104,1.2,.506,2.4,0.0,,0.0,0.5,25,1.0,3.4,1.2,.506,2.4,0.7,.456,1.6,66,2,NBA,14.7,1.9,1.8,Omer Asik ,3.1,C,0.5,1.0,5.3,CHI,.506
105,4.0,.542,7.5,0.0,.000,0.0,0.9,26,1.1,8.3,4.0,.541,7.5,2.0,.562,3.6,82,82,NBA,30.0,3.4,2.7,Omer Asik ,10.1,C,0.6,2.1,11.7,HOU,.541
106,2.1,.532,4.0,0.0,,0.0,0.5,27,0.8,5.8,2.1,.532,4.0,1.6,.619,2.6,48,19,NBA,20.2,2.1,1.9,Omer Asik ,5.8,C,0.3,1.2,7.9,HOU,.532
107,2.8,.517,5.4,0.0,,0.0,0.9,28,0.7,6.6,2.8,.517,5.4,1.7,.582,3.0,76,76,NBA,26.1,3.2,1.9,Omer Asik ,7.3,C,0.4,1.3,9.8,NOP,.517
108,1.5,.533,2.9,0.0,,0.0,0.4,29,0.3,4.3,1.5,.533,2.9,0.9,.545,1.6,68,64,NBA,17.3,1.8,1.8,Omer Asik ,4.0,C,0.3,0.9,6.1,NOP,.533
109,1.0,.477,2.1,0.0,,0.0,0.5,30,0.3,3.7,1.0,.477,2.1,0.7,.590,1.3,31,19,NBA,15.5,1.5,1.6,Omer Asik ,2.7,C,0.2,0.5,5.3,NOP,.477
110,1.1,.462,2.4,1.8,.311,5.6,2.1,32,0.1,2.4,2.9,.357,8.1,0.4,.667,0.6,16,13,NBA,30.1,0.4,2.8,JR Smith ,7.9,SG,1.0,1.0,2.9,CLE,.465
111,2.4,.413,5.7,1.0,.438,2.3,2.6,31,0.2,2.8,3.4,.420,8.0,1.4,.741,1.9,14,14,NBA,26.1,0.4,1.8,George Hill ,9.1,PG,0.8,1.6,3.2,SAC,.482
112,3.2,.425,7.5,1.7,.431,3.9,7.5,29,0.3,2.7,4.9,.427,11.4,2.5,.809,3.1,15,15,NBA,33.2,0.5,2.5,Jeff Teague ,13.9,PG,1.7,3.5,3.1,MIN,.500
113,4.1,.572,7.1,0.0,.000,0.0,1.6,24,0.9,4.4,4.1,.571,7.1,2.1,.679,3.2,62,58,NBA,27.8,2.2,3.0,Cody Zeller ,10.3,C,1.0,1.0,6.5,CHO,.571
114,2.7,.443,6.1,0.8,.306,2.6,9.1,26,0.1,3.2,3.5,.402,8.7,3.4,.891,3.8,75,75,NBA,32.9,0.9,2.7,Ricky Rubio ,11.1,PG,1.7,2.6,4.1,MIN,.448
115,2.7,.441,6.0,1.1,.369,3.0,4.3,31,0.1,1.5,3.8,.417,9.1,1.1,.876,1.2,74,0,NBA,24.8,0.6,2.7,Marvin Williams ,9.7,PG,0.7,2.0,2.1,POR,.478
116,5.7,.507,11.2,0.2,.286,0.5,2.2,29,1.0,2.8,5.8,.497,11.8,1.2,.800,1.5,13,13,NBA,30.0,2.5,2.5,Robin Lopez ,13.1,C,0.2,1.9,5.3,CHI,.503
117,4.5,.533,8.4,1.3,.351,3.6,1.6,29,0.4,4.3,5.8,.479,12.0,0.6,.563,1.0,16,16,NBA,33.6,1.7,2.4,Thaddeus Young ,13.3,PF,1.6,1.2,5.9,IND,.531
118,6.1,.481,12.7,0.3,.307,1.0,2.8,26,1.0,8.0,6.4,.468,13.7,1.4,.669,2.1,75,55,NBA,28.8,2.3,2.4,Nikola Vucevic ,14.6,C,1.0,1.6,10.4,ORL,.480
119,2.2,.468,4.7,3.3,.372,8.8,2.5,28,0.5,2.3,5.5,.406,13.5,2.0,.840,2.3,75,15,NBA,31.0,0.4,2.0,Eric Gordon ,16.2,SG,0.6,1.6,2.7,HOU,.527
120,3.3,.671,4.9,0.0,,0.0,0.6,34,0.5,8.2,3.3,.671,4.9,1.9,.734,2.6,47,46,NBA,27.6,3.3,2.7,Tyson Chandler ,8.4,C,0.7,1.4,11.5,PHO,.671
